Filer ID,Name,Office,Subdivision,Municipality,District,County
C32038,COMMITTEE TO ELECT VALERIE M. O'KEEFFE,Supervisor,Town,Mamaroneck,N/A,Westchester County
C34023,COMMITTEE TO ELECT WALTER SCHWARTZ GREENBURGH TOWN JUDGE,Town Justice,Town,Greenburgh,N/A,Westchester County
C11633,COMMITTEE TO ELECT WAYNE HUMPHREY FOR FAMILY COURT JUDGE,Family Court Judge,County,Westchester,N/A,Westchester County
C05607,COMMITTEE TO RE ELECT DAVID MENKEN,Town Justice,Town,Bedford,N/A,Westchester County
C73655,COMMITTEE TO RE ELECT JUDGE CERRATO,City Court Judge,City,Yonkers,N/A,Westchester County
C53526,COMMITTEE TO RE-ELECT ANN LINDAU,Town Council,Town,Cortlandt,N/A,Westchester County
C34297,COMMITTEE TO RE-ELECT EDDIE MAE BARNES,Town Council,Town,Greenburgh,N/A,Westchester County
C02173,COMMITTEE TO RE-ELECT FRANK KELLY,Town Board,Town,Lewisboro,N/A,Westchester County
C59095,"COMMITTEE TO RE-ELECT GERRARD, BUCKLEY & STOUT",N/A,County,Westchester,N/A,Westchester County
C03914,COMMITTEE TO RE-ELECT HON. NELSON E. CANTER FOR HARRISON TOWN JUSTICE,Town Justice,Town,Harrison,N/A,Westchester County
C05682,COMMITTEE TO RE-ELECT JOHN PAPPALARDO,Town Board,Town,Lewisboro,N/A,Westchester County
C03521,COMMITTEE TO RE-ELECT JUDGE CACACE,County Court Judge,County,Westchester,9,Westchester County
C73555,COMMITTEE TO RE-ELECT JUDGE DALY,City Court Judge,City,Yonkers,N/A,Westchester County
C11131,COMMITTEE TO RE-ELECT JUDGE DAN MCCARTHY,Town Justice,Town,Cortlandt,N/A,Westchester County
C76275,COMMITTEE TO RE-ELECT JUDGE DAVID KLEIN 2010,Family Court Judge,County,Westchester,N/A,Westchester County
C03873,COMMITTEE TO RE-ELECT JUDGE GORDON-OLIVER,Town Justice,Town,Greenburgh,N/A,Westchester County
C34724,COMMITTEE TO RE-ELECT JUDGE HUFF,Town Justice,Town,Pelham,N/A,Westchester County
C01358,COMMITTEE TO RE-ELECT JUDGE KATHIE DAVIDSON,Family Court Judge,County,Westchester,9,Westchester County
C84902,COMMITTEE TO RE-ELECT JUDGE MCCARTHY,Town Justice,Town,Cortlandt,N/A,Westchester County
C03853,COMMITTEE TO RE-ELECT JUDGE MICHAEL A. MARTINELLI,City Court Judge,City,Yonkers,N/A,Westchester County
C20146,COMMITTEE TO RE-ELECT JUDGE MICHAEL MARTINELLI,City Court Judge,City,Yonkers,N/A,Westchester County
C24862,COMMITTEE TO RE-ELECT JUDGE SANDRA B. EDLITZ,Family Court Judge,County,Westchester,9,Westchester County
A30418,COMMITTEE TO RE-ELECT JUSTICE SHEILA ABDUS-SALAAM,Sup. Court Justice,County,Westchester,1,Westchester County
C33542,COMMITTEE TO RE-ELECT LINDA D. PUGLISI,Town Supervisor,County,Westchester,N/A,Westchester County
C52222,COMMITTEE TO RE-ELECT LINDA PUGLISI,Town Supervisor,County,Westchester,N/A,Westchester County
C06793,COMMITTEE TO RE-ELECT MARY ANNE SCATTARETICO-NABER,City Court Judge,City,Yonkers,N/A,Westchester County
C21220,COMMITTEE TO RE-ELECT NICHOLAS J. BIANCO,Councilman,County,Westchester,N/A,Westchester County
C78135,COMMITTEE TO RE-ELECT NILDA MORALES HOROWITZ,Family Court Judge,County,Westchester,9,Westchester County
C21932,COMMITTEE TO RE-ELECT PELHAM REPUBLICANS,N/A,Village,Pelham,N/A,Westchester County
C84107,COMMITTEE TO RE-ELECT SUPERVISOR CHRIS BURDICK,Supervisor,Town,Bedford,N/A,Westchester County
C33976,COMMITTEE TO RE-ELECT THOMAS E. CHIAVERINI,Highway Superintendent,Town,Somers,N/A,Westchester County
C85622,COMMITTEE TO RE-ELECT TOM GARRITY,Councilman,Town,Somers,N/A,Westchester County
C04484,COMMITTEE TO RE-ELECT TOWN JUDGE ROBERT J. PONZINI,Town Justice,Town,Mount Pleasant,N/A,Westchester County
C34578,COMMITTEE TO RE-ELECT TOWN JUSTICE ROBERT J. PONZINI,Town Justice,Town,Mount Pleasant,N/A,Westchester County
C35292,COMMITTEE TO RE-ELECT VERONICA HOWLEY,Town Clerk,Town,North Salem,N/A,Westchester County
C85160,COMMITTEE TO REELECT JUDGE GORDON-OLIVER,Town Justice,Town,Greenburgh,N/A,Westchester County
C84654,COMMITTEE TO REELECT JUDGE ILAN D. GILBERT,Town Justice,Town,Yorktown,N/A,Westchester County
C34910,COMMITTEE TO REELECT JUDGE MCDERMOTT,Town Justice,Town,Somers,N/A,Westchester County
C08627,COMMITTEE TO REELECT JUDGE SORKIN,Town Justice,Town,New Castle,N/A,Westchester County
C03818,COMMITTEE TO REELECT JUDGE WALTER RIVERA FOR THE GREENBURGH TOWN COURT,Town Justice,Town,Greenburgh,N/A,Westchester County
C72497,COMMITTTEE TO RE-ELECT JUDGE ANTHONY SCARPINO SURROGATE,Surrogate Court Judge,County,Westchester,N/A,Westchester County
C00095,CONSERVATIVES FOR KURT COLUCCI FOR COUNTY EXECUTIVE,County Executive,County,Westchester,N/A,Westchester County
C01235,CORAZON FOR OFFICE,City Council,City,Yonkers,2,Westchester County
C01236,CORAZON PINEDA,City Council,City,Yonkers,2,Westchester County
C53700,CORTLANDT CHOICE,N/A,Town,Cortlandt,N/A,Westchester County
C32284,CORTLANDT DEMOCRATIC COMMITTEE,N/A,Town,Cortlandt,N/A,Westchester County
C83061,CORTLANDT REPUBLICAN COMMITTEE,N/A,Town,Cortlandt,N/A,Westchester County
C01486,CORTLANDT UNITED,N/A,Town,Cortlandt,N/A,Westchester County
C87622,CROTON DEMOCRATIC COMMITTEE,N/A,Village,Croton-On-Hudson,N/A,Westchester County
C03262,CROTON UNITED,N/A,Village,Croton-On-Hudson,N/A,Westchester County
C11417,CYNTHIA ASHLEY,County Legislator,County,Westchester,16,Westchester County
C09747,CYNTHIA ASHLEY,City Council,City,Yonkers,1,Westchester County
C10892,CYNTHIA ASHLEY,Mayor,City,Yonkers,N/A,Westchester County
C09746,CYNTHIA ASHLEY VOTE FOR COMMITTEE TO ELECT CYNTHIA ASHLEY,County Legislator,County,Westchester,16,Westchester County
C83765,CYNTHIA LOBO,City Court Judge,City,New Rochelle,N/A,Westchester County
C20956,CYNTHIA M. CURTIS,Supervisor,Town,North Salem,N/A,Westchester County
C07646,CYNTHIA ZEE MELEND,Receiver of Taxes,County,Westchester,N/A,Westchester County
C01610,DAMARIS MONE,City Council,City,Mount Vernon,N/A,Westchester County
C01591,DAMON K. JONES,City Council,City,Mount Vernon,N/A,Westchester County
C07406,DAMON MAHER,County Legislator,County,Westchester,10,Westchester County
C85351,DAN BRAKEWOOD,Legislator,County,Westchester,6,Westchester County
C03777,DANA LEVENBERG,Town Board,Town,Ossining,N/A,Westchester County
C34502,DANIEL  SCHORR,District Attorney,County,Westchester,N/A,Westchester County
C35604,DANIEL F. MCCARTHY,Town Justice,Town,Cortlandt,N/A,Westchester County
C39410,DANIEL GRIFFIN,County Committee,City,White Plains,43,Westchester County
C39716,DANIEL J. GALLAGHER,Village Justice,Village,Mamaroneck,N/A,Westchester County
C41623,DANIEL J. GALLAGHER,Village Justice,Village,Mamaroneck,N/A,Westchester County
C86925,DANIEL J. SCOTT,Trustee,County,Westchester,N/A,Westchester County
C09595,DANIEL P. LANG,Village Trustee,Village,Tuckahoe,N/A,Westchester County
C09772,DANIEL S. NATCHEZ,Trustee,Village,Mamaroneck,N/A,Westchester County
C04673,DANIEL S. PASCHKES,Town Supervisor,Town,Pound Ridge,N/A,Westchester County
C01412,DANIEL S. PASCHKES,Town Board,Town,Pound Ridge,N/A,Westchester County
C86896,DANIEL SCOTT,Mayor,County,Westchester,N/A,Westchester County
C86897,DANIEL SCOTT,Mayor,County,Westchester,N/A,Westchester County
C39374,DANIEL SEIDEL,County Committee,City,White Plains,12,Westchester County
C04407,DANIEL SHAY NATCHEZ,Mayor,Village,Mamaroneck,N/A,Westchester County
C85894,DANIEL W. MCLAUGHLIN,Town Council,Town,Pelham,N/A,Westchester County
C34479,DANIEL X. WELSH,Town Council,Town,Lewisboro,N/A,Westchester County
C30350,DANIELLE GOODMAN,Village Trustee,Village,Hastings-On-Hudson,N/A,Westchester County
C04730,DANIELLE TAGGER-EPSTEIN,City Council,City,Rye,N/A,Westchester County
C07295,DAREN TOLZ,County Legislator,County,Westchester,3,Westchester County
C85720,DARREN J. RIGGER,City Council,City,Peekskill,N/A,Westchester County
C42156,DAVID  BUCHWALD,Common Council,City,White Plains,N/A,Westchester County
C08704,DAVID A. KOENIGSBERG,Village Justice,Village,Dobbs Ferry,N/A,Westchester County
C28032,DAVID A. KOENIGSBERG,Trustee,Village,Dobbs Ferry,N/A,Westchester County
C05608,DAVID A. MENKEN,Town Justice,Town,Bedford,N/A,Westchester County
C47036,DAVID A. MENKEN,Town Justice,Town,Bedford,N/A,Westchester County
C85017,DAVID B. GELFARB,County Legislator,County,Westchester,6,Westchester County
C86923,DAVID BEDELL,Trustee,County,Westchester,N/A,Westchester County
C32061,DAVID D GABRIELSON,Town Board,Town,Bedford,N/A,Westchester County
C01025,DAVID F. EVERETT,County Court Judge,County,Westchester,N/A,Westchester County
C35217,DAVID FISHMAN,Town Council,Town,Mamaroneck,N/A,Westchester County
C85192,DAVID GABRIELSON,Councilman,Town,Bedford,N/A,Westchester County
C55040,DAVID HAACK,City Council,City,White Plains,18,Westchester County
C48618,DAVID HALL,Mayor,Town,Harrison,N/A,Westchester County
C48617,DAVID HALL ELECTION COMMITTEE,Mayor,Town,Harrison,N/A,Westchester County
C53735,DAVID J SIMBARI,Town Supervisor,Town,Cortlandt,N/A,Westchester County
C06207,DAVID J. TUBIOLO,County Legislator,County,Westchester,14,Westchester County
C76295,DAVID KLEIN,Family Court Judge,County,Westchester,N/A,Westchester County
C74656,DAVID MERRICK,Trustee,Village,Pelham,N/A,Westchester County
C02759,DAVID N. BROWN,Trustee,Village,Pelham,N/A,Westchester County
C09596,"DAVID O. FULLER, JR.",Village Justice,Village,Tuckahoe,N/A,Westchester County
C83688,DAVID P. BLOOM,Trustee,Village,Dobbs Ferry,N/A,Westchester County
C02158,DAVID PAGANELLI,Highway Superintendent,Town,Yorktown,N/A,Westchester County
C49866,DAVID PAGANELLI,Town Council,Town,Yorktown,N/A,Westchester County
C32910,DAVID PARMET,Town Board,Town,Pound Ridge,N/A,Westchester County
C03127,DAVID R. FINCH,Trustee,Village,Mamaroneck,N/A,Westchester County
C59435,DAVID R. KRIEGER,Town Council,Town,Ossining,N/A,Westchester County
C33289,DAVID S. ZUCKERMAN,Town Justice,Town,New Castle,N/A,Westchester County
C87185,DAVID S. ZUCKERMAN,County Court Judge,County,Westchester,N/A,Westchester County
C36339,DAVID SCHROEDEL,Trustee,County,Westchester,N/A,Westchester County
C39371,DAVID T. AZRIN,County Committee,City,White Plains,11,Westchester County
C07744,DEAN FOR WESTCHESTER,Legislator,County,Westchester,14,Westchester County
C34682,DEBORAH DAMASCUS,Receiver of Taxes,Town,Pound Ridge,N/A,Westchester County
C07602,DEBORAH REYNOLDS,Comptroller,City,Mount Vernon,N/A,Westchester County
C04573,DEBORAH REYNOLDS,Mayor,City,Mount Vernon,N/A,Westchester County
C86616,DEBORAH REYNOLDS,City Council,City,Mount Vernon,20,Westchester County
C39390,DEBORAH WEST ZIPF,County Committee,City,White Plains,23,Westchester County
C53702,DEBRA A COSTELLO,Town Clerk,Town,Cortlandt,N/A,Westchester County
C51216,DEBRA A. STERN,City Council,City,Mount Vernon,N/A,Westchester County
C00944,DEBRA CARTER COSTELLO,Town Council,Town,Cortlandt,N/A,Westchester County
C03661,DEBRA STERN,Village Trustee,Village,Pelham,N/A,Westchester County
C22572,DEE BARBATO,City Council,City,Yonkers,6,Westchester County
C00763,DEIRDRE CASPER,Receiver of Taxes,Town,Lewisboro,2,Westchester County
C02367,DEL FOR COUNTY LEGISLATOR,County Legislator,County,Westchester,15,Westchester County
C02368,DELFIM ANDREW HEUSLER,County Legislator,County,Westchester,15,Westchester County
C10569,DELIA M FARQUHARSON,Mayor,City,Mount Vernon,N/A,Westchester County
C10568,DELIA M FARQUHARSON FOR MAYOR,Mayor,City,Mount Vernon,N/A,Westchester County
C04011,DELIA M. FARGUHARSON,City Council,City,Mount Vernon,N/A,Westchester County
C85092,DELORES SCOTT BRATHWAITE,Town Justice,Town,Greenburgh,N/A,Westchester County
C20118,DEMOCRATIC CITY COMMITTEE OF NEW ROCHELLE,N/A,City,New Rochelle,N/A,Westchester County
C36098,DEMOCRATIC COMMITTEE,N/A,County,Westchester,N/A,Westchester County
C26961,DEMOCRATIC MAJORITY ACTION COMMITTEE (DMAC),N/A,County,Westchester,N/A,Westchester County
C69015,DEMOCRATS FOR SUSAN SIEGEL,Supervisor,Town,Yorktown,N/A,Westchester County
C35675,DENIS J. TIMONE,Town Justice,Town,Somers,N/A,Westchester County
C01349,DENIS MCCARTHY,Town Board,Town,Mount Pleasant,N/A,Westchester County
C03529,DENISE L. SCAGLIONE,Trustee,Village,Sleepy Hollow,N/A,Westchester County
C84806,DENNIS E. KROLIAN,Common Council,City,White Plains,N/A,Westchester County
C21510,DENNIS J. POWER,Councilman,City,White Plains,N/A,Westchester County
C29044,DENNIS M. ROBERTSON,Mayor,County,Westchester,N/A,Westchester County
C00019,DENNIS M. ROBERTSON,City Council President,City,Yonkers,N/A,Westchester County
C21129,DENNIS M. ROBERTSON,City Council,City,Yonkers,3,Westchester County
C33235,DENNIS POWER,County Committee,City,White Plains,42,Westchester County
C46836,DENNIS SHEPHERD,City Council,City,Yonkers,4,Westchester County
C84797,DERYL DUANE BEASLEY,City Council,City,Yonkers,1,Westchester County
C86853,DESMOND LYONS,Village Justice,Village,Irvington,N/A,Westchester County
C20566,DIANA D JUETTNER,Councilman,Town,Greenburgh,N/A,Westchester County
C20563,DIANA JUETTNER 2005,Councilman,Town,Greenburgh,N/A,Westchester County
C04603,DIANA QUAST,Town Clerk,Town,Yorktown,N/A,Westchester County
C08052,DIANE O. BRIGGS,Town Board,Town,Pound Ridge,N/A,Westchester County
C57315,DIANE R. MUNRO,City Council,City,Mount Vernon,N/A,Westchester County
C56842,DIANE ROTH,Town Council,Town,North Castle,N/A,Westchester County
C21279,DOBBS FERRY DEMOCRATIC COMMITTEE,N/A,Village,Dobbs Ferry,N/A,Westchester County
C20857,DOBBS FERRY REPUBLICAN COMMITTEE,N/A,County,Westchester,N/A,Westchester County
C05987,DOMENIC MORABITO JR.,Trustee,Village,Tarrytown,N/A,Westchester County
C32450,DOMENIC VOLPE,County Legislator,County,Westchester,1,Westchester County
C01487,DOMENIC VOLPE,Town Council,Town,Cortlandt,N/A,Westchester County
C85243,DOMENICK J. PORCO,Town Justice,Town,Eastchester,N/A,Westchester County
C03395,DONALD B. SCOTT,Town Council,Town,Bedford,N/A,Westchester County
C00681,DONALD B. SCOTT,Town Supervisor,Town,Bedford,N/A,Westchester County
C19960,DONALD F BENNETT J R,Councilman,County,Westchester,N/A,Westchester County
C33980,DONALD F. BENNETT JR.,Common Council,City,Peekskill,N/A,Westchester County
C32001,DONALD MARCH,County Legislator,County,Westchester,7,Westchester County
C32111,DONALD S. PETERS,Supervisor,Town,Yorktown,N/A,Westchester County
C83924,DONNA M. CASSELL,Trustee,Village,Dobbs Ferry,N/A,Westchester County
C10651,DONNA PASCUCCI,Town Justice,Town,Somers,N/A,Westchester County
C10650,DONNA PASCUCCI FOR JUSTICE,Town Justice,Town,Somers,N/A,Westchester County
C83221,DORI K. WOOD,City Court Judge,City,Yonkers,N/A,Westchester County
C83220,DORI WOOD FOR YONKERS CITY COURT,City Court Judge,City,Yonkers,N/A,Westchester County
C34104,DORIS T. FRIEDMAN,Town Justice,Town,Greenburgh,N/A,Westchester County
C00757,DOROTHY FORCINA,Town Board,Town,Yorktown,N/A,Westchester County
C39367,DOROTHY L. DICINTIO,County Committee,City,White Plains,9,Westchester County
C49836,DOROTHY R. COLETTA,Town Council,Town,Bedford,N/A,Westchester County
C03811,DOUG ZOLLO,Trustee,Village,Tarrytown,N/A,Westchester County
C52396,DOUGLAS H. FRENCH,Mayor,Town,Rye,N/A,Westchester County
C01058,DOUGLAS J. MARTINO,Town Justice,Town,North Castle,N/A,Westchester County
C78195,DOUGLAS J. MARTINO,County Court Judge,County,Westchester,N/A,Westchester County
C33286,DOUGLAS M. KRAUS,Town Justice,Town,New Castle,N/A,Westchester County
C04425,DR. FRED HERNANDEZ,Mayor,City,Yonkers,N/A,Westchester County
C19963,DREW A CLAXTON,Common Council,City,Peekskill,N/A,Westchester County
C50370,DREW A. CLAXTON,Common Council,City,Peekskill,N/A,Westchester County
C03813,DREW FIXELL,Mayor,Village,Tarrytown,N/A,Westchester County
C00876,DUANE JACKSON,County Legislator,County,Westchester,1,Westchester County
C84839,DUFFY FOR LEWISBORO,N/A,Town,Lewisboro,N/A,Westchester County
C85242,EASTCHESTER COMMITTEE 2011,N/A,Town,Eastchester,N/A,Westchester County
C20960,EASTCHESTER DEMOCRATIC COMMITTEE,N/A,Town,Eastchester,N/A,Westchester County
C20380,EASTCHESTER REPUBLICAN TOWN COMMITTEE (ERTC),N/A,Town,Eastchester,N/A,Westchester County
C83121,ED GAFFNEY,City Court Judge,City,Yonkers,N/A,Westchester County
C34298,EDDIE MAE BARNES,Town Council,Town,Greenburgh,N/A,Westchester County
C06986,EDGEMONT INCORPORATION COMMITTEE,N/A,County,Westchester,N/A,Westchester County
C85260,EDWARD CIFFONE,Town Council,Town,Yorktown,N/A,Westchester County
C30817,EDWARD F HOTCHKISS,Mayor,Village,Pelham,N/A,Westchester County
C04082,EDWARD LACHTERMAN,Councilman,Town,Yorktown,N/A,Westchester County
C02645,EDWARD P. BORRELLI,City Court Judge,City,Yonkers,N/A,Westchester County
C34481,EDWARD W. BRANCATI,Supervisor,Town,Lewisboro,N/A,Westchester County
C26233,EDWARD W. BRANCATI,Town Board,Town,Lewisboro,N/A,Westchester County
C44715,EDWIN C. BULLOCK,Village Trustee,Village,Pelham,N/A,Westchester County
C04925,EILEEN A. GALLAGHER,Town Board,Town,New Castle,N/A,Westchester County
C48729,EILEEN JUSTINO,City Council,City,Mount Vernon,N/A,Westchester County
C33381,ELAINE SWEENEY,Councilman,Town,North Salem,N/A,Westchester County
C21126,ELECT DENNIS ROBERTSON,Councilman,County,Westchester,3,Westchester County
C85877,ELECT TEAM OSSINING 2011,N/A,Village,Ossining,N/A,Westchester County
C71355,ELECT TOM BOCK,County Legislator,County,Westchester,8,Westchester County
C11708,ELENA GOLDBERG VELAZQUEZ,City Court Judge,City,Yonkers,N/A,Westchester County
C33287,ELISE K. MOTTEL,Town Board,County,Westchester,N/A,Westchester County
C85220,ELISE K. MOTTEL,Town Council,Town,New Castle,N/A,Westchester County
C39406,ELIZABETH A. SHOLLENBERGER,County Committee,City,White Plains,37,Westchester County
C05351,ELIZABETH ANNE SCHAPER,Mayor,Town,Harrison,N/A,Westchester County
C22731,ELIZABETH B. SAENGER,Village Trustee,Village,Mamaroneck,N/A,Westchester County
C04813,ELIZABETH FRIED,City Council,City,New Rochelle,6,Westchester County
C08201,ELIZABETH PARKS,City Council,City,Rye,N/A,Westchester County
C39382,ELIZABETH PHILLIPPE ROACH,County Committee,City,White Plains,18,Westchester County
C11485,ELIZABETH SMITH,Town Justice,Town,Mount Pleasant,N/A,Westchester County
C39389,ELLEN CLARE BLAUNER,County Committee,City,White Plains,23,Westchester County
C10722,ELLEN Z. CALVES,Town Board,Town,Bedford,N/A,Westchester County
C21682,ELMSFORD REPUBLICAN COMMITTEE,N/A,Village,Elmsford,N/A,Westchester County
C32911,ELYSE ARNOW BRILL,Town Board,Town,Pound Ridge,N/A,Westchester County
C85258,ELYSE LAZANSKY,Town Justice,Town,North Castle,N/A,Westchester County
C04729,EMILY PROSKINE HURD,City Council,City,Rye,N/A,Westchester County
C86794,ERIC BLAHA,Town Council,Town,Ossining,N/A,Westchester County
C48936,ERIC DIBARTOLO,Highway Superintendent,Town,Yorktown,N/A,Westchester County
C39386,ERIC MORGAN,County Committee,City,White Plains,20,Westchester County
C00361,ERIC PAUL PRESS,County Court Judge,County,Westchester,9,Westchester County
C11595,ERIC ZINGER,Town Council,Town,Greenburgh,N/A,Westchester County
C39408,ERIDANIA CAMACHO,County Committee,City,White Plains,39,Westchester County
C32221,ERIK JACOBSEN,Town Justice,Town,Bedford,N/A,Westchester County
C03662,ERIKA WADDELL SISK,Village Trustee,Village,Pelham Manor,N/A,Westchester County
C33133,ERIN B. MALLOY,Mayor,Village,Irvington,N/A,Westchester County
C11727,ERIN TROSTLE,Town Clerk,Town,Pound Ridge,N/A,Westchester County
C20280,ERNEST D. DAVIS,Mayor,City,Mount Vernon,N/A,Westchester County
C35215,ERNIE ODIERNA,Supervisor,Town,Mamaroneck,N/A,Westchester County
C35356,EUGENE GOLDENBERG,Councilman,Town,Somers,N/A,Westchester County
C53519,EULOGIO SANTIAGO,City Council,City,Yonkers,2,Westchester County
C00084,EUTHIMIOS THEOTOKATOS,County Legislator,County,Westchester,14,Westchester County
C01250,EUTHIMIOS THEOTOKATOS,City Council,City,Yonkers,4,Westchester County
C83580,EVAN INLAW,City Court Judge,City,Yonkers,N/A,Westchester County
C03078,EVAN INLAW,City Court Judge,City,Yonkers,N/A,Westchester County
C42577,EVELYN R. STUPEL,Trustee,County,Westchester,N/A,Westchester County
C01024,EVERETT FOR COUNTY COURT JUDGE,County Court Judge,County,Westchester,N/A,Westchester County
C46760,FLOYD MYERS,City Council,City,Mount Vernon,N/A,Westchester County
C22064,FRANCESCA ELIZABETH CONNOLLY,Town Justice,Town,Ossining,N/A,Westchester County
C10065,FRANCESCA HAGADUS-MCHALE,Town Board,Town,Mount Pleasant,N/A,Westchester County
C47077,FRANCIS CORCORAN,Town Council,Town,Bedford,N/A,Westchester County
C28003,FRANCIS G. FARRINGTON,Trustee,Village,Dobbs Ferry,N/A,Westchester County
C19541,FRANCIS SHEEHAN,Town Council,County,Westchester,N/A,Westchester County
C05014,FRANCIS T. CORCORAN,County Legislator,County,Westchester,2,Westchester County
C00683,"FRANCIS T. CORCORAN, JR",Town Board,Town,Bedford,N/A,Westchester County
C05065,FRANCIS X. FARRELL,Town Council,Town,Cortlandt,N/A,Westchester County
C33491,FRANK A. ACOCELLA,Town Clerk,Town,Harrison,N/A,Westchester County
C00240,FRANK A. CATALINA,Mayor,City,Peekskill,N/A,Westchester County
C58785,FRANK BENISH,Supervisor,Town,North Castle,N/A,Westchester County
C85750,FRANK CORVINO,Town Clerk,Town,Harrison,N/A,Westchester County
C07764,FRANK GORDON,Town Council,Town,Harrison,N/A,Westchester County
C10594,FRANK GORDON,Supervisor/Mayor,Town,Harrison,N/A,Westchester County
C06447,FRANK J. CAPUTO,Councilman,Town,North Salem,N/A,Westchester County
C02174,FRANK KELLY,Town Board,Town,Lewisboro,N/A,Westchester County
C84634,FRANK L. PRIOLO,Town Justice,Town,Cortlandt,N/A,Westchester County
C00428,FRANK SPOTORNO,City Council President,City,Yonkers,N/A,Westchester County
C07899,FRANK V. KELLY,Town Board,Town,Lewisboro,N/A,Westchester County
C50342,FRANK V. KELLY,Councilman,Town,Lewisboro,9,Westchester County
C03524,FRANK W. STRENG,Surrogate Court Judge,County,Westchester,N/A,Westchester County
C33846,FRED J. CASTIGLIA,Town Justice,Town,Harrison,N/A,Westchester County
C58515,FREDERICK C. BRODA,Trustee,Village,Dobbs Ferry,N/A,Westchester County
C83098,FREDERICK G. STENECK,Mayor,Village,Ossining,N/A,Westchester County
C00309,FREDERICK J. MORRISSEY,Supervisor,Town,Somers,N/A,Westchester County
C38357,FREDERICK J. SALANITRO,Councilman,Town,Eastchester,N/A,Westchester County
C05770,FREDERICK SALANITRO,Town Justice,Town,Eastchester,N/A,Westchester County
C35182,FREDRICH WILLIAM SCILIANO,Councilman,Town,Harrison,N/A,Westchester County
C22989,FRIEND OF JOSEPH CANNELLA,Councilman,County,Westchester,N/A,Westchester County
C32043,FRIENDS  OF LOU CAMPISI,Councilman,Town,Yorktown,N/A,Westchester County
C08486,FRIENDS 4MK (FOR MOUNT KISCO),N/A,N/A,N/A,N/A,Westchester County
C49865,FRIENDS FOR DAVE PAGANELLI,Highway Superintendent,Town,Yorktown,N/A,Westchester County
C32110,FRIENDS FOR DON PETERS,Supervisor,Town,Yorktown,N/A,Westchester County
C35355,FRIENDS FOR GENE GOLDENBERG,Councilman,Town,Somers,N/A,Westchester County
C50372,FRIENDS FOR GERI ESPOSITO,City Council,City,Yonkers,4,Westchester County
C85463,FRIENDS FOR IRIS PAGAN,County Legislator,County,Westchester,5,Westchester County
C48335,FRIENDS FOR JENNIFER ANNE SAMPSON,City Council,City,Mount Vernon,N/A,Westchester County
C01037,FRIENDS FOR NICK BIANCO,Supervisor,Town,Yorktown,N/A,Westchester County
C85201,FRIENDS FOR RICHARD CIRULLI,Common Council,City,White Plains,N/A,Westchester County
C00288,FRIENDS FOR TOM DIANA,Town Council,Town,Yorktown,N/A,Westchester County
C33343,FRIENDS OF  JOHN NONNA,County Legislator,Village,Pleasantville,3,Westchester County
C32566,FRIENDS OF  MAYOR JOSEPH DELFINO,Mayor,City,White Plains,N/A,Westchester County
C22364,FRIENDS OF ABINANTI,County Legislator,City,White Plains,12,Westchester County
C08398,FRIENDS OF ALAN GOLDMAN,City Council,City,White Plains,N/A,Westchester County
C33891,FRIENDS OF ALBERT TARANTINO,City Council,City,New Rochelle,2,Westchester County
C02646,FRIENDS OF ALEX EISEMANN,County Court Judge,County,Westchester,N/A,Westchester County
C10376,FRIENDS OF ALEX ROITHMAYR,Common Council,City,White Plains,N/A,Westchester County
C54235,FRIENDS OF ALFRED,Town Clerk,Town,Harrison,N/A,Westchester County
C32440,FRIENDS OF ALFREDA WILLIAMS,County Legislator,County,Westchester,8,Westchester County
C48831,FRIENDS OF ALISON BOAK,Town Board,Town,Pound Ridge,N/A,Westchester County
C04040,FRIENDS OF ALISON SIMON,Town Clerk,Town,North Castle,N/A,Westchester County
C26819,FRIENDS OF ALLEGRA DENGLER,State Committee,County,Westchester,92,Westchester County
C02598,FRIENDS OF ANDRE R. BAILEY,N/A,City,Mount Vernon,N/A,Westchester County
C04478,FRIENDS OF ANDRE RAINEY,Mayor,City,Peekskill,N/A,Westchester County
C03693,FRIENDS OF ANDRE WALLACE (FOAW),Mayor,City,Mount Vernon,N/A,Westchester County
C00487,FRIENDS OF ANDREA RENDO,County Legislator,County,Westchester,2,Westchester County
C02988,FRIENDS OF ANDRES BERMUDEZ,Trustee,Village,Mamaroneck,N/A,Westchester County
C25427,FRIENDS OF ANDY SPANO,County Executive,County,Westchester,N/A,Westchester County
C37596,FRIENDS OF ANDY TORRES,Councilman,City,Peekskill,N/A,Westchester County
C09185,FRIENDS OF ANGELA NEIL,City Council,City,Mount Vernon,N/A,Westchester County
C86494,FRIENDS OF ANITA ROSNER,Town Council,Town,Eastchester,N/A,Westchester County
C21326,FRIENDS OF ANN LEBER,Clerk,County,Westchester,N/A,Westchester County
C83071,FRIENDS OF ANNE CURRAN,Town Clerk,County,Westchester,N/A,Westchester County
C02233,FRIENDS OF ANNE MARIE ENCARNACAO,Common Council,City,White Plains,N/A,Westchester County
C06080,"FRIENDS OF ANTHONY A. SCARPINO, JR.",District Attorney,County,Westchester,N/A,Westchester County
C09989,FRIENDS OF ANTHONY AMIANO,Town Council,Town,Mount Pleasant,N/A,Westchester County
C23471,FRIENDS OF ANTHONY BARATTA,Town Board,Town,North Castle,N/A,Westchester County
C87464,FRIENDS OF ANTHONY J. CIRIECO,Town Council,Town,Somers,N/A,Westchester County
